UserID,ItemID,Rating
user_19,article_41,1
user_9,article_149,1
user_8,article_42,1
user_21,article_145,1
user_19,article_98,1
user_20,article_158,1
user_3,article_103,1
user_21,article_70,1
user_27,article_30,1
user_18,article_31,1
user_16,article_1,1
user_21,article_119,1
user_17,article_143,1
user_17,article_40,1
user_16,article_49,1
user_24,article_101,1
user_4,article_100,1
user_16,article_90,1
user_5,article_10,1
user_1,article_157,1
user_16,article_72,1
user_23,article_127,1
user_6,article_64,1
user_7,article_50,1
user_2,article_20,1
user_1,article_150,1
user_26,article_61,1
user_17,article_101,1
user_19,article_104,1
user_3,article_45,1
user_22,article_117,1
user_7,article_81,1
user_4,article_69,1
user_5,article_88,1
user_5,article_94,1
user_2,article_21,1
user_28,article_6,1
user_21,article_159,1
user_18,article_112,1
user_16,article_59,1
user_27,article_123,1
user_9,article_47,1
user_4,article_153,1
user_25,article_142,1
user_28,article_126,1
user_28,article_50,1
user_17,article_96,1
user_4,article_91,1
user_6,article_28,1
user_19,article_80,1
user_1,article_29,1
user_18,article_73,1
user_7,article_71,1
user_1,article_4,1
user_20,article_12,1
user_29,article_40,1
user_8,article_112,1
user_30,article_126,1
user_29,article_39,1
user_12,article_67,1
user_10,article_153,1
user_13,article_61,1
user_1,article_12,1
user_23,article_72,1
user_10,article_11,1
user_3,article_13,1
user_12,article_44,1
user_25,article_140,1
user_7,article_88,1
user_24,article_138,1
user_29,article_52,1
user_17,article_136,1
user_22,article_7,1
user_6,article_137,1
user_4,article_30,1
user_1,article_36,1
user_17,article_121,1
user_14,article_10,1
user_4,article_13,1
user_28,article_132,1
user_18,article_16,1
user_12,article_98,1
user_6,article_51,1
user_23,article_100,1
user_4,article_104,1
user_6,article_66,1
user_27,article_25,1
user_13,article_86,1
user_15,article_97,1
user_8,article_20,1
user_8,article_37,1
user_14,article_94,1
user_28,article_34,1
user_7,article_2,1
user_6,article_92,1
user_3,article_139,1
user_21,article_66,1
user_4,article_25,1
user_4,article_80,1
user_26,article_86,1
user_22,article_127,1
user_3,article_111,1
user_22,article_14,1
user_29,article_1,1
user_2,article_28,1
user_27,article_127,1
user_12,article_58,1
user_7,article_119,1
user_14,article_13,1
user_13,article_63,1
user_2,article_90,1
user_29,article_41,1
user_8,article_89,1
user_28,article_110,1
user_5,article_22,1
user_24,article_27,1
user_9,article_107,1
user_21,article_79,1
user_9,article_116,1
user_24,article_47,1
user_12,article_43,1
user_11,article_109,1
user_20,article_140,1
user_8,article_15,1
user_13,article_106,1
user_14,article_25,1
user_25,article_20,1
user_1,article_138,1
user_13,article_110,1
user_11,article_115,1
user_5,article_9,1
user_23,article_75,1
user_25,article_21,1
user_8,article_93,1
user_2,article_102,1
user_1,article_149,1
user_30,article_86,1
user_20,article_17,1
user_11,article_68,1
user_19,article_85,1
user_21,article_140,1
user_2,article_127,1
user_23,article_122,1
user_28,article_143,1
user_23,article_56,1
user_30,article_71,1
user_3,article_46,1
user_6,article_18,1
user_22,article_98,1
user_13,article_70,1
user_24,article_156,1
user_23,article_55,1
user_9,article_120,1
user_28,article_124,1
user_5,article_133,1
user_29,article_17,1
user_5,article_8,1
user_6,article_91,1
user_15,article_62,1
user_9,article_159,1
user_14,article_57,1
user_8,article_21,1
user_6,article_41,1
user_23,article_104,1
user_23,article_19,1
user_11,article_55,1
user_24,article_88,1
user_19,article_90,1
user_18,article_107,1
user_12,article_104,1
user_26,article_160,1
user_13,article_94,1
user_6,article_87,1
user_27,article_102,1
user_6,article_72,1
user_28,article_66,1
user_18,article_113,1
user_19,article_83,1
user_23,article_43,1
user_6,article_75,1
user_18,article_9,1
user_9,article_160,1
user_4,article_59,1
user_12,article_80,1
user_1,article_99,1
user_8,article_107,1
user_29,article_126,1
user_3,article_97,1
user_13,article_53,1
user_29,article_47,1
user_17,article_21,1
user_22,article_39,1
user_16,article_126,1
user_22,article_44,1
user_16,article_50,1
user_8,article_65,1
user_12,article_111,1
user_16,article_34,1
user_6,article_19,1
user_4,article_97,1
user_5,article_140,1
user_4,article_49,1
user_3,article_40,1
user_9,article_8,1
user_22,article_12,1
user_6,article_69,1
user_26,article_95,1
user_8,article_127,1
user_21,article_21,1
user_1,article_15,1
user_22,article_82,1
user_2,article_58,1
user_25,article_46,1
user_25,article_80,1
user_19,article_39,1
user_27,article_52,1
user_1,article_65,1
user_7,article_33,1
user_28,article_74,1
user_14,article_8,1
user_6,article_60,1
user_8,article_159,1
user_7,article_77,1
user_15,article_31,1
user_20,article_34,1
user_5,article_78,1
user_12,article_71,1
user_15,article_82,1
user_29,article_43,1
user_26,article_11,1
user_17,article_65,1
user_26,article_29,1
user_2,article_98,1
user_28,article_33,1
user_8,article_151,1
user_29,article_61,1
user_10,article_9,1
user_28,article_77,1
user_30,article_23,1
user_30,article_42,1
user_15,article_130,1
user_3,article_49,1
user_4,article_137,1
user_9,article_140,1
user_6,article_55,1
user_22,article_43,1
user_27,article_45,1
user_16,article_63,1
user_14,article_98,1
user_27,article_43,1
user_26,article_35,1
user_26,article_21,1
user_24,article_151,1
user_27,article_87,1
user_13,article_26,1
user_27,article_82,1
user_6,article_104,1
user_23,article_71,1
user_13,article_11,1
user_29,article_86,1
user_5,article_118,1
user_29,article_85,1
user_25,article_117,1
user_5,article_35,1
user_5,article_21,1
user_29,article_71,1
user_4,article_109,1
user_5,article_69,1
user_12,article_97,1
user_21,article_154,1
user_11,article_70,1
user_14,article_58,1
user_2,article_44,1
user_16,article_22,1
user_1,article_54,1
user_1,article_132,1
user_12,article_3,1
user_11,article_97,1
user_20,article_120,1
user_12,article_1,1
user_9,article_26,1
user_23,article_90,1
user_2,article_87,1
user_28,article_153,1
user_13,article_74,1
user_12,article_40,1
user_25,article_14,1
user_12,article_90,1
user_25,article_127,1
user_1,article_134,1
user_14,article_18,1
user_18,article_75,1
user_30,article_96,1
user_5,article_87,1
user_14,article_109,1
user_7,article_20,1
user_19,article_96,1
user_29,article_106,1
user_12,article_32,1
user_21,article_111,1
user_7,article_21,1
user_10,article_102,1
user_19,article_17,1
user_6,article_97,1
user_6,article_85,1
user_17,article_95,1
user_27,article_60,1
user_22,article_63,1
user_21,article_57,1
user_16,article_121,1
user_2,article_55,1
user_17,article_66,1
user_19,article_31,1
user_12,article_52,1
user_1,article_142,1
user_23,article_137,1
user_5,article_30,1
user_24,article_114,1
user_8,article_35,1
user_8,article_78,1
user_13,article_93,1
user_23,article_1,1
user_6,article_90,1
user_5,article_104,1
user_18,article_77,1
user_30,article_37,1
user_8,article_38,1
user_25,article_72,1
user_5,article_154,1
user_7,article_15,1
user_17,article_11,1
user_14,article_55,1
user_4,article_27,1
user_6,article_83,1
user_14,article_69,1
user_23,article_40,1
user_22,article_85,1
user_30,article_27,1
user_18,article_87,1
user_4,article_81,1
user_5,article_5,1
user_27,article_85,1
user_19,article_27,1
user_24,article_103,1
user_7,article_93,1
user_8,article_44,1
user_25,article_152,1
user_22,article_71,1
user_5,article_80,1
user_9,article_15,1
user_8,article_26,1
user_8,article_91,1
user_14,article_44,1
user_12,article_48,1
user_13,article_13,1
user_12,article_84,1
user_6,article_59,1
user_17,article_75,1
user_14,article_91,1
user_14,article_60,1
user_28,article_15,1
user_10,article_98,1
user_8,article_87,1
user_17,article_8,1
user_1,article_95,1
user_29,article_101,1
user_1,article_78,1
user_16,article_37,1
user_29,article_147,1
user_29,article_42,1
user_27,article_83,1
user_11,article_121,1
user_15,article_22,1
user_19,article_10,1
user_8,article_56,1
user_2,article_85,1
user_26,article_5,1
user_10,article_69,1
user_3,article_126,1
user_1,article_26,1
user_20,article_37,1
user_1,article_11,1
user_30,article_61,1
user_29,article_144,1
user_4,article_6,1
user_15,article_63,1
user_21,article_39,1
user_5,article_28,1
user_28,article_145,1
user_14,article_104,1
user_28,article_5,1
user_20,article_118,1
user_6,article_52,1
user_12,article_29,1
user_6,article_32,1
user_4,article_47,1
user_17,article_103,1
user_25,article_100,1
user_6,article_101,1
user_23,article_82,1
user_21,article_68,1
user_29,article_118,1
user_4,article_86,1
user_26,article_127,1
user_4,article_85,1
user_7,article_127,1
user_19,article_86,1
user_30,article_73,1
user_2,article_14,1
user_16,article_20,1
user_4,article_71,1
user_19,article_73,1
user_1,article_18,1
user_5,article_127,1
user_30,article_123,1
user_28,article_102,1
user_13,article_25,1
user_13,article_46,1
user_12,article_76,1
user_3,article_34,1
user_6,article_84,1
user_26,article_53,1
user_25,article_60,1
user_10,article_104,1
user_3,article_6,1
user_28,article_127,1
user_23,article_17,1
user_1,article_87,1
user_11,article_112,1
user_27,article_121,1
user_19,article_54,1
user_14,article_97,1
user_28,article_78,1
user_22,article_149,1
user_13,article_127,1
user_7,article_9,1
user_22,article_96,1
user_27,article_101,1
user_19,article_34,1
user_12,article_10,1
user_22,article_125,1
user_29,article_140,1
user_14,article_7,1
user_23,article_115,1
user_25,article_146,1
user_5,article_90,1
user_28,article_105,1
user_8,article_83,1
user_1,article_30,1
user_18,article_127,1
user_5,article_72,1
user_13,article_7,1
user_14,article_83,1
user_16,article_94,1
user_17,article_122,1
user_26,article_59,1
user_19,article_2,1
user_1,article_104,1
user_6,article_135,1
user_27,article_4,1
user_28,article_98,1
user_13,article_28,1
user_28,article_75,1
user_1,article_5,1
user_10,article_85,1
user_4,article_116,1
user_14,article_52,1
user_25,article_43,1
user_22,article_37,1
user_20,article_65,1
user_24,article_46,1
user_10,article_71,1
user_14,article_14,1
user_24,article_141,1
user_15,article_144,1
user_30,article_127,1
user_2,article_1,1
user_4,article_143,1
user_23,article_10,1
user_29,article_93,1
user_30,article_102,1
user_27,article_36,1
user_13,article_102,1
user_16,article_28,1
user_12,article_86,1
user_26,article_26,1
user_16,article_156,1
user_30,article_57,1
user_21,article_91,1
user_29,article_88,1
user_24,article_127,1
user_26,article_105,1
user_6,article_47,1
user_15,article_118,1
user_4,article_36,1
user_28,article_41,1
user_23,article_34,1
user_8,article_117,1
user_2,article_36,1
user_23,article_6,1
user_2,article_121,1
user_28,article_109,1
user_11,article_94,1
user_25,article_86,1
user_25,article_85,1
user_15,article_112,1
user_20,article_28,1
user_27,article_29,1
user_5,article_82,1
user_11,article_34,1
user_5,article_52,1
user_29,article_16,1
user_8,article_14,1
user_14,article_32,1
user_1,article_28,1
user_5,article_100,1
user_8,article_23,1
user_23,article_2,1
user_4,article_11,1
user_1,article_145,1
user_7,article_69,1
user_24,article_117,1
user_24,article_40,1
user_20,article_9,1
user_19,article_11,1
user_14,article_36,1
user_22,article_20,1
user_8,article_59,1
user_6,article_31,1
user_23,article_70,1
user_17,article_28,1
user_4,article_48,1
user_11,article_145,1
user_23,article_119,1
user_22,article_27,1
user_27,article_138,1
user_12,article_22,1
user_26,article_45,1
user_7,article_60,1
user_12,article_116,1
user_8,article_1,1
user_29,article_65,1
user_2,article_12,1
user_25,article_128,1
user_30,article_78,1
user_1,article_14,1
user_8,article_40,1
user_29,article_94,1
user_4,article_74,1
user_5,article_41,1
user_18,article_52,1
user_8,article_39,1
user_25,article_147,1
user_4,article_96,1
user_13,article_55,1
user_29,article_127,1
user_28,article_45,1
user_14,article_84,1
user_22,article_15,1
user_16,article_127,1
user_12,article_143,1
user_10,article_128,1
user_18,article_125,1
user_12,article_134,1
user_7,article_55,1
user_12,article_8,1
user_8,article_68,1
user_29,article_53,1
user_13,article_43,1
user_6,article_116,1
user_10,article_101,1
user_16,article_8,1
user_2,article_112,1
user_22,article_88,1
user_30,article_79,1
user_30,article_87,1
user_26,article_104,1
user_7,article_104,1
user_28,article_56,1
user_22,article_34,1
user_27,article_99,1
user_21,article_2,1
user_30,article_75,1
user_17,article_7,1
user_17,article_62,1
user_1,article_90,1
user_19,article_75,1
user_26,article_43,1
user_1,article_72,1
user_4,article_37,1
